Nome: CAMPOS
Codigo Estacao: 83698
Latitude: -21.74249999
Longitude: -41.33277777
Altitude: 11.2
Situacao: Operante
Data Inicial: 1961-01-01
Data Final: 2021-12-31
Periodicidade da Medicao: Mensal

Data Medicao;DIRECAO PREDOMINANTE DO VENTO, MENSAL(° (gr));EVAPORACAO DO PICHE, MENSAL(mm);EVAPOTRANSPIRACAO POTENCIAL, BH MENSAL(mm);EVAPOTRANSPIRACAO REAL, BH MENSAL(mm);INSOLACAO TOTAL, MENSAL(h);NEBULOSIDADE, MEDIA MENSAL(décimos);NUMERO DE DIAS COM PRECIP. PLUV, MENSAL(número);PRECIPITACAO TOTAL, MENSAL(mm);PRESSAO ATMOSFERICA AO NIVEL DO MAR, MEDIA MENSAL(mB);PRESSAO ATMOSFERICA, MEDIA MENSAL(mB);TEMPERATURA MAXIMA MEDIA, MENSAL(°C);TEMPERATURA MEDIA COMPENSADA, MENSAL(°C);TEMPERATURA MINIMA MEDIA, MENSAL(°C);UMIDADE RELATIVA DO AR, MEDIA MENSAL(%);VENTO, VELOCIDADE MAXIMA MENSAL(m/s);VENTO, VELOCIDADE MEDIA MENSAL(m/s);VISIBILIDADE, MEDIA MENSAL(codigo);
2020-12-31;0;136,8;null;null;null;3,83871;9;141,9;1013,89;1012,382258;31,722581;26,323571;23,080645;null;1,6;,679032;78,548387;
2021-01-31;5;147,9;null;null;null;1,645161;2;27,4;1014,17541;1012,75;33,051613;27,343333;23,516129;null;1,6;1,212903;82,741935;
2021-02-28;0;94,2;null;null;null;5,387755;9;232,1;1012,877551;1011,373469;31,845833;26,34;22,704167;null;1,6;,783673;78,204082;
2021-03-31;0;100;null;null;null;3,588235;5;107,8;1014,434;1012,917647;33,346154;27,126957;23,403846;null;1,6;,596078;80,078431;
2021-04-30;0;109,6;null;null;null;3,2;7;63,4;1016,503448;1014,838333;30,496667;24,652593;20,73;null;1,6;,266667;82,866667;
2021-05-31;0;107,3;null;null;null;3,096774;4;19,4;1018,165574;1016,620968;29,277419;23,624138;19,619355;null;1,6;,309677;83,774194;
2021-06-30;0;77,9;null;null;null;3,716667;7;109,8;1020,386441;1018,873333;27,44;21,673077;17,986667;null;1,6;,72;81,5;
2021-07-31;0;null;null;null;null;1,189516;0;0;1022,553226;1021,093548;26,990323;20,28;15,833333;null;1,6;,83584;98,741935;
2021-08-31;18;94;null;null;null;3,612903;6;59,7;1022,362295;1020,877419;27,409677;21,606207;17,680645;null;1,6;1,212903;82,387097;
2021-09-30;18;107,8;null;null;null;5,45;4;27,8;1018,705085;1016,981667;28,94;23,518621;20,403333;null;3,6;1,423333;82,866667;
2021-10-31;18;75,2;null;null;null;7,741935;17;174,3;1017,332258;1015,759677;27,341935;23,2;20,316129;null;1,6;1,032258;73,258065;
2021-11-30;0;98;null;null;null;6,2;12;139,1;1015,39322;1014,371667;27,955172;23,680769;20,563333;null;1,6;,96;77,766667;
2021-12-31;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;

