Nome: CAMPOS
Codigo Estacao: 83698
Latitude: -21.74249999
Longitude: -41.33277777
Altitude: 11.2
Situacao: Operante
Data Inicial: 1961-01-01
Data Final: 2021-12-31
Periodicidade da Medicao: Mensal

Data Medicao;DIRECAO PREDOMINANTE DO VENTO, MENSAL(° (gr));EVAPORACAO DO PICHE, MENSAL(mm);EVAPOTRANSPIRACAO POTENCIAL, BH MENSAL(mm);EVAPOTRANSPIRACAO REAL, BH MENSAL(mm);INSOLACAO TOTAL, MENSAL(h);NEBULOSIDADE, MEDIA MENSAL(décimos);NUMERO DE DIAS COM PRECIP. PLUV, MENSAL(número);PRECIPITACAO TOTAL, MENSAL(mm);PRESSAO ATMOSFERICA AO NIVEL DO MAR, MEDIA MENSAL(mB);PRESSAO ATMOSFERICA, MEDIA MENSAL(mB);TEMPERATURA MAXIMA MEDIA, MENSAL(°C);TEMPERATURA MEDIA COMPENSADA, MENSAL(°C);TEMPERATURA MINIMA MEDIA, MENSAL(°C);UMIDADE RELATIVA DO AR, MEDIA MENSAL(%);VENTO, VELOCIDADE MAXIMA MENSAL(m/s);VENTO, VELOCIDADE MEDIA MENSAL(m/s);VISIBILIDADE, MEDIA MENSAL(codigo);
2006-09-30;18;122,2;87,659269;39,4;null;5,986111;8;39,4;1018,756667;1017,256667;27,36;22,362;18,963333;73,883333;5,1444;2,354992;95,25;
2006-10-31;18;104,6;108,692085;108,692085;null;7,284946;13;122,9;1015,706452;1014,264516;28,412903;23,760645;20,887097;78,959677;5,1444;2,013507;95,370968;
2006-11-30;18;90,3;121,615305;121,615305;null;7,583333;15;175,6;1013,552222;1012,146667;29,176667;24,746667;21,983333;78,816667;5,1444;2,06932;97,6;
2006-12-31;18;101,8;149,24076;149,24076;null;6,537634;17;131,8;1013,784946;1012,288172;30,922581;26,097419;23,203226;77,75;5,1444;2,096481;92,393443;
2007-01-31;0;71,7;144,776816;144,776816;null;7,997312;17;412,3;1012,953763;1011,15914;30,335484;25,952258;23,206452;82,620968;4,62996;1,526725;84,16129;
2007-02-28;5;107,1;140,014455;140,014455;null;2,910714;8;67;1013,742857;1012,27619;31,896429;26,822857;23,446429;74,660714;5;2,290974;96,196429;
2007-03-31;9;132;160,519292;97,885545;null;1,688172;2;70,9;1014,824731;1013,423656;34,167742;27,774839;23,693548;70,822581;5,3;1,989449;98,290323;
2007-04-30;0;80;122,155163;70,8;null;4,925;9;70,8;1016,24;1014,696667;31,286667;25,914667;22,073333;78,841667;5;1,521937;95,183333;
2007-05-31;0;88,9;83,711697;83,711697;null;3,991935;11;134,7;1017,572043;1016,21828;28,23871;22,667097;18,83871;74,120968;5;1,526008;92,290323;
2007-06-30;0;97,6;76,994181;59,188303;null;1,594444;2;7,6;1019,164444;1017,73;28,48;22,428667;18,683333;76,791667;4;1,604801;96,576271;
2007-07-31;18;104;75,529642;19,8;null;2,892473;4;19,8;1019,454839;1017,966667;27,703226;21,96;18,664516;74,629032;4,62996;1,859198;96,629032;
2007-08-31;5;118,1;82,697188;3,7;null;2,870968;2;3,7;1021,031183;1019,541935;28,593548;22,551613;18,906452;73,927419;5,1444;2,188899;97,354839;
2007-09-30;9;121,6;91,974612;28,6;null;3,875;6;28,6;1020,592222;1019,142222;28,313333;23,380741;20,740741;72,7;6,5;2,786578;95,516667;
2007-10-31;18;129,1;120,377553;120,2;null;4,188172;4;120,2;1016,164516;1014,708602;29,877419;24,645161;21,367742;73,024194;6,5;2,743391;95,290323;
2007-11-30;18;92,2;124,343659;116,5;null;7,655556;16;116,5;1013,564444;1012,247778;29,696667;24,934;21,953333;78,083333;10,3;2,594332;91,033333;
2007-12-31;36;117,8;155,617855;139,5;null;4,026882;11;139,5;1012,173118;1010,773118;31,870968;26,64;23,63871;75,467742;4,8;2,384538;96,435484;
2008-01-31;36;112,6;138,708408;138,708408;null;5,604839;13;224,5;1013,164516;1011,727957;29,967742;25,476774;22,487097;77,193548;5;2,29283;85,5;
2008-02-29;5;88,1;136,289275;136,289275;null;4,841954;11;130,9;1012,87931;1011,43908;31,717241;26,37931;23,262069;78,956897;5,5;1,962998;92,55;
2008-03-31;0;73,2;null;null;null;5,719595;10;119,1;1012,724324;1011,263514;32,36129;null;23,57931;null;4,1;1,822641;95,741935;
2008-04-30;18;75,5;null;null;null;5,157258;3;50;1012,218182;1011,01129;31,353333;null;21,89;null;4,6;1,950483;91;
2008-05-31;18;94;88,765229;88,765229;null;2,932796;4;22,2;1017,084946;1015,912903;28,948387;23,204516;19,970968;75,145161;4,3;1,55178;97,596774;
2008-06-30;18;84,4;71,45778;49,627154;null;4,522472;7;43,1;1019,366667;1018,073333;27,273333;21,886667;18,28;77,616667;4,3;1,819555;91,389831;
2008-07-31;0;103,7;66,517515;16,99671;null;2,067204;2;8,2;1021,041935;1019,680645;27,832258;20,98;16,1;75,266129;4;1,693882;95,629032;
2008-08-31;18;132,9;88,019827;9,839081;null;3,010753;3;3,5;1017,984946;1016,536559;29,180645;22,926452;18,716129;74,201613;5;2,452746;96,145161;
2008-09-30;18;99,8;81,578487;64,577223;null;5,330556;11;63,8;1018,743333;1017,005556;27,746667;22,267333;18,463333;73,966667;4,6;2,04211;92,5;
2008-10-31;5;99,5;110,130866;62,257925;null;6,067204;12;60,7;1017,249462;1015,890323;29,03871;24,061935;20,967742;78,620968;5;2,152102;85,403226;
2008-11-30;18;71,5;115,085767;115,085767;null;8,533333;22;526,2;1014,308889;1012,86;28,313333;24,234;21,35;81,533333;4,8;1,999061;80,483333;
2008-12-31;0;85,8;129,696685;129,696685;null;7,19086;16;370,9;1012,477419;1011,065591;28,974194;24,858065;22,225806;80,806452;4,8;1,722592;79,080645;
2009-01-31;5;103,4;154,191945;152,763541;null;6,142473;13;136,8;1013,275269;1011,855914;31,290323;26,472903;23,370968;79,153226;4,6;2,121051;85,935484;
2009-02-28;5;122,7;151,770501;104,773839;null;2,255952;7;51,6;1013,211905;1011,675;33,507143;27,734286;24,171429;74,303571;5,3;2,14853;96,125;
2009-03-31;0;127,9;154,222682;125,092491;null;5,075269;8;114,7;1012,965591;1011,496774;33,03871;27,192258;23,722581;76,072581;4,6;1,777299;94,451613;
2009-04-30;14;93,2;112,053475;112,053475;null;4,105556;10;120;1015,631461;1014,281111;30,2;25,124667;21,533333;75,775;4,6;1,521123;93,95;
2009-05-31;0;83,2;93,162576;42,476844;null;3,696237;4;28,8;1017,370968;1016,012903;29,109677;23,563226;19,648387;75,83871;4,3;1,485268;90,645161;
2009-06-30;0;58,4;66,217669;40,303494;null;3,483333;7;36,4;1019,091111;1017,667778;26,76;21,270667;17,353333;76,583333;4;1,491111;90,383333;
2009-07-31;0;38,5;75,529642;30,854692;null;4,591398;8;26,5;1019,232258;1017,793548;27,212903;21,991613;18,325806;77,758065;4,6;1,682986;91,419355;
2009-08-31;18;40,5;83,716821;17,164885;null;4,583333;3;13,7;1019,86129;1018,318478;27,625806;22,410323;18,625806;75,637097;4,6;2,006044;93,209677;
2009-09-30;18;99,1;103,347979;35,610645;null;5,486111;10;33,9;1016,791111;1015,402222;29,7;24,092667;20,516667;77,425;4,8;2,317036;90,4;
2009-10-31;18;98,1;119,041532;119,041532;null;6,47043;17;221,1;1014,216129;1012,805376;29,387097;24,62;21,254839;77,524194;5,6;2,133989;86,451613;
2009-11-30;5;144,9;156,957162;129,980687;null;3,361111;6;73,3;1012,065909;1010,452222;33,14;27,087333;23,276667;74,041667;5;2,387344;97,6;
2009-12-31;36;125,1;162,165754;155,821383;null;5,47043;14;151,4;1011,551613;1010,166667;32,103226;26,823226;23,477419;77,846774;4,5;1,764528;88,854839;
2010-01-31;5;182;186,549378;50,430176;null;1,698925;1;18,8;1013,367033;1011,931183;34,283871;28,363871;24,516129;69,806452;5,8;2,804301;83,774194;
2010-02-28;5;176;134,360977;58,787773;null;2,702381;2;54,8;1013,482143;1012,069048;34,592857;28,582143;24,860714;69,375;6,1;2,6;82,642857;
2010-03-31;0;119,7;155,781812;116,391912;null;4,580645;14;115,3;1012,73587;1011,315054;33,2;27,376774;24;77,306452;4,3;1,591398;80,571429;
2010-04-30;18;106,1;114,526976;42,732849;null;5,522222;10;41,6;1016,047778;1014,501111;30,76;25,295333;21,57;76,375;4;1,741111;80;
2010-05-31;0;104,1;87,832707;19,525061;null;4,247312;9;31,2;1016,323656;1014,768817;29,122581;23,441935;19,5;77,758065;4,3;1,483871;82,096774;
2010-06-30;0;104,8;60,401676;26,652436;null;4,366667;7;26,5;1020,769663;1019,355556;26,846667;20,616667;16,536667;76,225;4,3;1,53;81,1;
2010-07-31;0;90,5;75,529642;53,275591;null;4,537634;11;53,8;1021,113978;1019,708602;27,380645;21,95871;18,490323;80,129032;4,1;1,607527;79,935484;
2010-08-31;0;140,5;71,999373;7,344089;null;3,182796;5;7,2;1020,691398;1019,226882;27,864516;21,5;17,080645;72,556452;6;2,015054;82,774194;
2010-09-30;5;159,2;93,07414;8,890001;null;4,477778;4;8,8;1018,337778;1016,917778;29,043333;23,097333;19,14;73,441667;6;2,462222;80,466667;
2010-10-31;0;147,4;108,692085;99,805789;null;7,806452;9;99,8;1014,768817;1013,447312;29,083871;23,90129;20,280645;72,596774;5,3;1,933333;80,193548;
2010-11-30;0;100,2;118,921746;118,921746;null;7,322222;19;127,4;1012,903333;1011,473333;29,553333;24,560667;21,296667;80,025;5;1,51;78,225806;
2010-12-31;0;112,1;165,498283;87,027517;null;5,580645;11;85,3;1009,067742;1007,697849;32,735484;27,100645;23,8;75,217742;5;1,692473;80,612903;
2011-01-31;36;120,2;169,030633;111,851289;null;3,311828;8;120,2;1011,266667;1009,832258;33,025806;27,293548;23,654839;74,16129;5;2,241935;80,096774;
2011-02-28;36;145,8;156,335533;6,906412;null;1,916667;5;5,3;1012,247619;1010,857143;34,321429;27,982857;24,15;69,633929;5,3;2,121687;83,75;
2011-03-31;0;67,5;134,851115;134,851115;null;7,462366;19;192,3;1012,394624;1010,986022;30,658065;25,989677;23,135484;80,701613;8,9;1,087097;73,83871;
2011-04-30;0;75,3;120,346759;63,215969;null;4,311111;9;28,4;1015,517778;1014,033333;30,873333;25,85;22,456667;76,533333;4,1;1,341111;80,7;
2011-05-31;0;91;79,579629;49,316696;null;3,72043;8;42,1;1017,455914;1016,087097;28,03871;22,48129;18,554839;74,790323;5;1,163441;81,225806;
2011-06-30;0;85,6;64,812619;15,788555;null;3,766667;6;9;1018,396667;1016,927778;26,966667;21,419333;17,403333;74,591667;3,8;1,224444;81,8;
2011-07-31;0;102,8;64,018893;7,243719;null;2,817204;2;3,1;1018,844086;1017,439785;27,619355;21,286452;16,864516;73,072581;4,5;1,482796;80,295082;
2011-08-31;0;102,1;82,605674;22,492958;null;3,064516;6;20,2;1018,098925;1016,567742;29,051613;22,614839;18,5;72,556452;5,3;1,810753;81,539683;
2011-09-30;0;125,3;79,091449;13,392039;null;4,033333;3;12,1;1020,322222;1019,087778;27,973333;22,115333;17,85;67,808333;5;1,671111;82,366667;
2011-10-31;0;99,2;104,239034;102,523347;null;6,505376;12;102,5;1014,588172;1013,216129;28,709677;23,592258;20,270968;77,145161;3,3;,853763;77,096774;
2011-11-30;0;90;104,015099;96,497586;null;6,255556;12;96,4;1015,105556;1013,694444;28,046667;23,51;19,723333;74,533333;5;1,038889;77,066667;
2011-12-31;0;65,3;134,414509;110,168132;null;7,612903;15;109,9;1012,175269;1010,65914;29,948387;25,203226;22,254839;79,975806;3,3;,641935;75,492063;
2012-01-31;5;99,7;142,628568;142,628568;null;4,548387;13;203,3;1013,717204;1012,233333;30,729032;25,775484;22,329032;76,5;3,3;1,374194;77,258065;
2012-02-29;0;126,8;139,160874;61,204623;null;1,448276;4;17,9;1013,755172;1012,206897;32,806897;26,735172;22,8;71,267241;3,3;1,13908;83,275862;
2012-03-31;0;123,6;138,765267;99,555281;null;4,282258;9;90,2;1013,987097;1012,606452;32,709677;26,345161;22,777419;75,153226;3,3;,729498;81,725806;
2012-04-30;0;93,2;118,786065;19,213176;null;3,244444;6;11,6;1014,368889;1012,743333;31,346667;25,898667;22,213333;75,666667;1,6;,462222;83,066667;
2012-05-31;0;71,3;76,430855;76,430855;null;4,172043;14;176,1;1018,076344;1016,782796;27,393548;22,264516;18,658065;79,758065;3,3;,725806;78,290323;
2012-06-30;0;75,1;79,936879;79,936879;null;4,011111;6;95,2;1017,97;1016,647778;28,24;23,109333;19,64;79,816667;3,3;,663333;81,4;
2012-07-31;0;112,1;74,351731;55,959776;null;2,591398;2;6,9;1018,888172;1017,43871;28,6;22,187742;17,925806;72,120968;3,3;,888172;84;
2012-08-31;0;82,4;75,499831;67,088325;null;4,387097;17;59,6;1023,321505;1021,902151;27,335484;21,956774;18,177419;75,75;3,3;,955914;81,096774;
2012-09-30;0;110,7;85,662179;42,924159;null;4,211111;7;21,7;1019,145556;1017,572222;28,406667;22,738667;18,413333;70,9;3,3;1,497778;81,672131;
2012-10-31;0;144,8;123,483711;22,077144;null;2,612903;2;6,1;1015,004301;1013,646237;31,367742;25,344516;21,116129;68,846774;3,3;1,591398;84;
2012-11-30;0;87,1;117,561004;117,561004;null;7,233333;19;159;1013,131111;1011,666667;28,933333;24,534;21,543333;78,35;3,3;,768889;76,655738;
2012-12-31;0;136,5;184,619999;53,767938;null;2,376344;3;14;1011,127957;1009,724731;34,580645;28,097419;24,254839;69,870968;3,3;1,009677;83,096774;
2013-01-31;0;128,3;155,891834;138,055036;null;5,666667;13;136,5;1012,733696;1011,312903;32,019355;26,632903;23,306452;73,669355;5;,958065;80,064516;
2013-02-28;0;124,8;137,336357;54,135512;null;3,404762;5;49,9;1013,060714;1011,757143;33,121429;27,400714;23,739286;72,723214;3,3;,84881;82,25;
2013-03-31;0;94,8;139,009383;139,009383;null;7,032258;2;215;1013,249462;1012,011828;31,793548;26,447742;23,329032;77,435484;3,3;,362366;80,580645;
2013-04-30;0;76,5;103,528488;82,754309;null;5,666667;null;50;1016,532222;1015,046667;29,34;24,540667;21,016667;76,366667;1,6;,231111;81,633333;
2013-05-31;0;86,1;85,920863;61,297832;null;4,11828;null;46,1;1017,198925;1015,788172;28,477419;23,075484;19,280645;78,072581;3,3;,362366;80,645161;
2013-06-30;0;70;79,958039;25,296026;null;3,322222;null;9,6;1018,396667;1017,017778;28,473333;22,990667;19,306667;80,208333;1,6;,266667;83,333333;
2013-07-31;0;85,1;69,494691;69,494691;null;4,268817;null;100,3;1020,032258;1018,63871;27,058065;21,562581;17,864516;79,137097;1,6;,275269;81,032258;
2013-08-31;0;106,8;77,397875;76,258684;null;3,387097;null;75,3;1019,398925;1017,977419;28,23871;22,130323;17,741935;75,790323;1,6;,584946;80,612903;
2013-09-30;0;99,9;87,720263;66,468782;null;4,977778;null;53,3;1017,863333;1016,744444;28,106667;22,976;19,293333;75,941667;3,3;,984444;80,533333;
2013-10-31;0;103,5;106,832208;39,379265;null;6,526882;null;20,9;1016,26;1014,88172;28,916129;23,855484;20,477419;74,866667;3,3;,784946;82,412698;
2013-11-30;0;91,9;123,104995;123,104995;null;5,355556;null;186,1;1013,946667;1012,715556;29,506897;24,868966;21,289655;76,793103;3,3;,618889;80,333333;
2013-12-31;0;72,6;143,947093;143,947093;null;7;null;234,1;1010,552688;1009,24086;30,56129;25,854194;23,167742;81,943548;3,3;,396774;74,612903;
2014-01-31;0;139,9;169,940089;100,22455;null;,892473;null;23,3;1014,553763;1013,166667;33,458065;27,379355;23,516129;71,491935;3,3;1,155914;83,612903;
2014-02-28;0;156,1;156,092285;23,741648;null;1,559524;null;5,8;1014,636145;1013,258333;33,971429;27,865;23,846429;68,089286;3,3;,554762;84;
2014-03-31;0;139,1;145,255582;138,740159;null;3,376344;null;143,8;1014,602174;1013,554839;32,316129;26,680645;23,145161;74,443548;3,3;,244086;82,322581;
2014-04-30;0;108,8;112,378921;112,113352;null;3,988889;null;112,1;1015,31;1013,852222;30,546667;25,246;21,823333;78,033333;1,6;,177778;83,133333;
2014-05-31;0;104,3;92,58191;4,357684;null;3,870968;null;2,1;1016,803226;1015,332258;29,135484;23,71871;19,967742;74,870968;3,3;,293548;83,16129;
2014-06-30;0;80,9;77,950247;24,109473;null;3,9;null;26,7;1019,161111;1017,662222;28,193333;22,844667;19,116667;78,483333;3,3;,606667;83,540984;
2014-07-31;0;75,2;69,494691;69,494691;null;5,172043;null;167,6;1022,313978;1020,895699;26,154839;21,568387;18,274194;79,41129;3,3;,587097;76,130435;
2014-08-31;0;97,4;71,436676;57,13101;null;3,83871;null;13,5;1020,131183;1018,77957;27,341935;21,509032;17,3;76,282258;3,3;,763441;79,591398;
2014-09-30;36;138,8;95,7584;37,45898;null;3,355556;null;4,1;1017,637778;1016,183333;29,033333;23,586;19,256667;68,35;3,3;1,571111;81,855556;
2014-10-31;0;132,1;108,144523;37,007648;null;4,612903;null;24,4;1017,618478;1015,927957;29,309677;23,905161;19,725806;70,387097;3,3;1,36129;81,935484;
2014-11-30;0;143,7;130,442083;101,409617;null;5,466667;null;98,8;1014,079775;1012,642222;30,286667;25,376;21,993333;70,325;3,3;1,061111;80,733333;
2014-12-31;0;156,4;167,891102;58,570919;null;2,709677;null;53,8;1013,798925;1012,382796;33,380645;27,277419;23,193548;69,225806;3,3;1,084946;82,473118;
2015-01-31;0;200,3;190,577659;1,907125;null;1,505376;null;0;1013,851613;1012,42043;35,883871;28,610968;24,048387;64,298387;3,3;1,404301;84,16129;
2015-02-28;0;155,8;157,726971;40,530188;null;2,761905;null;49,5;1013,554217;1012,065476;35,007143;28,035;24,096429;69,839286;3,3;,708333;83,5;
2015-03-31;0;120,1;156,624634;144,411847;null;4,698925;null;144,4;1013,546237;1012,205376;33,248387;27,399355;23,870968;73,233871;3,3;,355914;81,505376;
2015-04-30;0;120,7;113,682391;43,545948;null;5,366667;null;43,5;1015,309091;1013,842222;30,87;25,305333;21,75;73,858333;3,3;,575556;80,822222;
2015-05-31;0;76,4;82,71183;82,71183;null;6,344086;null;113,6;1018,61828;1017,377419;27,406452;22,712903;19,448387;80,209677;1,6;,412903;78,215054;
2015-06-30;0;78,9;73,076268;52,878615;null;3,644444;null;45,4;1020,967778;1019,486667;27,38;22,242667;18,686667;78,983333;3,3;,694444;81,288889;
2015-07-31;0;95,4;81,343942;26,373738;null;4,021505;null;15;1020,17957;1018,733333;28,303226;22,8;19,335484;77,75;3,3;,829032;81,612903;
2015-08-31;0;97,4;82,607812;38,095216;null;3,623656;null;33,4;1019,855435;1018,408602;28,683871;22,863226;18,574194;74,548387;3,6;1,101075;80,83871;
2015-09-30;0;91;104,265536;84,602902;null;5,522222;null;83,2;1015,092222;1013,642222;29,533333;24,131333;20,496667;76,55;3,3;1,167778;77,044444;
2015-10-31;0;127,7;126,178375;71,895283;null;5,623656;null;69,3;1015,868817;1014,450538;30,348387;25,138065;21,703226;72,637097;3,3;1,229032;80,451613;
2015-11-30;0;86;144,361346;105,809113;null;6,933333;null;104,7;1012,107778;1010,86;30,903333;26,360667;23,486667;78,55;3,3;,588889;77,988889;
2015-12-31;0;118,6;169,694761;108,456384;null;3,827957;null;107,4;1013,492473;1012,078495;32,596774;27,30129;23,735484;74,790323;3,3;1,065591;78,172043;
2016-01-31;0;105,9;157,604496;153,054995;null;5,580645;null;153;1012,27957;1010,706452;32;26,711613;23,454839;75,330645;3,3;,764516;76,086022;
2016-02-29;0;130,7;166,78105;51,401882;null;2,482759;null;50,6;1012,848837;1011,336782;34,737931;28,224828;24,462069;71,525862;3,3;,704598;83,517241;
2016-03-31;0;121,2;163,088987;58,83675;null;4,258065;null;58,6;1015,044086;1013,589247;33,996774;27,803871;24,177419;72,33871;3,3;,810753;81,784946;
2016-04-30;0;118,1;141,625716;14,292533;null;1,688889;null;14,2;1015,1;1013,657778;33,463333;27,265333;23,216667;69,033333;3,3;,855556;83,533333;
2016-05-31;0;94,7;93,600169;31,716578;null;5,107527;null;31,7;1018,4;1016,978495;29,325806;23,768387;19,851613;72,951613;1,6;,292473;80,301075;
2016-06-30;0;68,7;63,050831;45,603097;null;6,388889;null;45,6;1020,752809;1019,348889;26,24;21,177333;17,573333;75,458333;3,3;,25;77,8;
2016-07-31;0;103,1;74,351731;17,00709;null;4,301075;null;17;1020,267778;1018,902151;28,303226;22,120645;18,003226;71,814516;3,3;,52043;81,483871;
2016-08-31;0;113,1;85,982658;18,304502;null;3,043011;null;16,7;1019,256977;1017,732258;29,048387;22,869677;18,383871;70;3,3;,903226;82,473118;
2016-09-30;0;113,3;97,119475;38,902054;null;4,255556;null;38,9;1018,416279;1016,993333;28,95;23,646;19,806667;70,591667;3,3;1,052222;80,4;
2016-10-31;0;93,8;105,700945;67,700822;null;6,258065;null;67,7;1016,669412;1015,248387;28,106452;23,765161;20,816129;76,112903;3,3;,91828;78,666667;
2016-11-30;0;101,9;121,801935;121,801935;null;6,122222;null;206;1014,940449;1013,474444;29,42;24,86;21,706667;76,05;3,3;,66;78,888889;
2016-12-31;0;95,8;155,647291;155,647291;null;4,752688;null;160,2;1013,693258;1012,190323;31,893548;26,584516;23,087097;75,967742;1,6;,619355;80,387097;
2017-01-31;0;153,1;180,368993;116,022321;null;1,825397;null;52;1013,596774;1012,14127;33,803226;27,911613;24,122581;null;1,6;,711111;83,5625;
2017-02-28;0;116,8;148,085576;56,848532;null;3,875;null;40,7;1015,176786;1013,266071;32,732143;27,482857;24,296429;null;1,6;,257143;80,915254;
2017-03-31;0;127,2;148,446586;122,543562;null;3,935065;null;120,5;1014,582813;1012,936364;32,870968;26,821935;22,993548;69,45;1,6;,394805;82,597403;
2017-04-30;0;99,6;114,995746;57,569965;null;4,777778;null;63,7;1016,501205;1015,086667;31,1;25,438;21,836667;72,991667;1,6;,302222;80,911111;
2017-05-31;0;80;88,104979;88,104979;null;4,483871;null;104;1018,007692;1016,705376;28,109677;23,292903;19,36129;75,919355;1,6;,326882;79,978495;
2017-06-30;0;77,3;78,949953;60,309091;null;3,688889;null;56,4;1019,676404;1018,407778;28,826667;22,875333;19,066667;76,183333;1,6;,232222;82,844444;
2017-07-31;0;64,3;120,577898;74,228394;null;5,891892;null;102;1025,363889;1024,221622;null;null;16,390323;null;1,6;,172973;79,432432;
2017-08-31;0;110,3;69,518827;5,049332;null;4,531646;null;,5;1020,419231;1019,246835;26,782143;21,205714;17,403226;72,676471;3,3;,713924;83,468354;
2017-09-30;36;147,3;88,840335;2,694057;null;2,566667;null;3,5;1021,893258;1020,503333;28,59;23,054;19,073333;69,475;3,3;1,638889;83,533333;
2017-10-31;0;136;124,619834;6,611505;null;5,107527;null;13,4;1015,984783;1014,603226;31,164516;25,146452;21,412903;71,870968;3,3;,923656;82,946237;
2017-11-30;0;115,9;118,835709;118,835709;null;6,793103;null;123,5;1014,493103;1012,846552;29,56;24,660714;21,203333;null;1,6;,689655;78,474576;
2017-12-31;0;98,3;144,642868;144,642868;null;6,209677;null;164,1;1014,151667;1012,683871;31,083871;26,12129;22,890323;null;1,6;,541935;79,806452;
2018-01-31;null;null;null;null;null;null;null;70,4;null;null;null;null;null;null;null;null;null;
2018-02-28;0;96,3;null;null;null;5,410714;null;89;1013,678182;1012,153571;32,046429;26,595;23,292857;null;1,6;,485714;81,25;
2018-03-31;0;87,4;null;null;null;4,822581;null;376,5;1013,588889;1012,214516;32,53871;27,125806;24,006452;null;1,6;,129032;81,269841;
2018-04-30;0;72,6;111,085304;97,84183;null;5,083333;null;54,8;1018,437931;1017,17;30,056667;25,112;21,703333;null;1,6;,053333;81,8;
2018-05-31;0;79,2;null;null;null;4,66129;null;78,8;1020,095082;1018,322581;28,196774;22,993548;19,506452;null;1,6;,077419;82,709677;
2018-06-30;0;71,5;75,975845;20,796459;null;5,233333;null;2,6;1020,85;1019,263333;27,973333;22,679333;19,396667;null;1,6;,506667;81,4;
2018-07-31;0;86,2;76,257767;24,512859;null;2,435484;null;13;1020,595161;1019,216129;28,890323;22,448387;18,132258;null;1,6;,36129;83,451613;
2018-08-31;0;null;null;null;null;6,790323;null;99;1021,667742;1020,137097;26,5;21,287097;17,490323;null;1,6;,309677;77,629032;
2018-09-30;0;null;93,414488;35,541695;null;6,333333;null;30,2;1018,426667;1016,501667;28,81;23,268667;19,026667;null;1,6;,293333;82,2;
2018-10-31;0;107,4;110,800815;90,245472;null;7,419355;null;89;1016,956452;1015,55;28,670968;24,049677;20,925806;null;1,6;,516129;79,645161;
2018-11-30;0;100,7;124,550144;124,550144;null;6,666667;null;138,7;1017,206667;1015,57;29,793333;25,033333;21,673333;null;1,6;,506667;77,4;
2018-12-31;0;135,9;153,913077;78,736929;null;3,951613;null;67,6;1014,808065;1013,306452;32,277419;26,404516;22,654839;null;1,6;,154839;81,548387;
2019-01-31;null;null;null;null;null;null;null;0;null;null;null;null;null;null;null;null;null;
2019-02-28;0;177,4;null;null;null;4,854545;null;76;1013,875926;1012,367273;35,107143;28,256429;24,460714;null;1,6;,203636;83,490909;
2019-03-31;0;143,4;null;null;null;5,048387;null;114;1015,532787;1014,029032;32;27,354194;24,235484;null;1,6;,051613;84;
2019-04-30;0;121,7;null;null;null;3,716667;null;25,1;1015,836667;1014,328333;31,03;26,426667;23,156667;null;1,6;,026667;82,9;
2019-05-31;0;89,1;null;null;null;4,403226;null;227,4;1017,657377;1016,180645;29,267742;24,816774;21,525806;null;1,6;,025806;80,806452;
2019-06-30;0;91;null;null;null;2,933333;null;18,7;1021,505;1020,098333;28,243333;23,214667;19,63;null;1,6;,106667;82,133333;
2019-07-31;0;115,8;null;null;null;2,596774;null;9,9;1021,967742;1020,480645;26,780645;21,235484;17,209677;null;1,6;,103226;82,645161;
2019-08-31;0;107,5;null;null;null;4,903226;null;70,2;1023,832258;1022,583871;26,209677;21,251613;17,7;null;1,6;,283871;79,225806;
2019-09-30;0;104,7;null;null;null;5,5;null;79;1019,928333;1018,681667;26,951724;22,937931;20,026667;null;1,6;,541667;80,45;
2019-10-31;0;127,2;null;null;null;4,564516;null;29,8;1017,630645;1016,151613;null;null;21,425806;null;1,6;,645161;82,709677;
2019-11-30;0;98,1;null;null;null;8;18;286,9;1015,891667;1014,385;29,477778;24,806667;22,06;null;1,6;,186667;73,770492;
2019-12-31;0;113,5;null;null;null;5,806452;null;116,8;1015,543548;1014,106452;30,903226;25,972258;22,622581;null;1,6;,387097;80,806452;
2020-01-31;0;125,6;null;null;null;5,387097;null;185,4;1012,836066;1011,429032;32,135484;26,916129;23,696774;null;1,6;,335484;78,064516;
2020-02-29;0;null;null;null;null;6,698276;null;166,4;1015,675862;1014,263793;30,931034;26,509655;23,686207;null;1,54332;,26609;98,327586;
2020-03-31;0;93;null;null;null;5,387097;13;158,6;1016,72;1015,222581;30,816129;25,670714;22,354839;null;1,6;,232258;80,177419;
2020-04-30;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
2020-05-31;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
2020-06-30;0;102,2;null;null;null;3,4;6;7,4;1020,427586;1019,111667;28,996667;22,966;18,813333;null;1,6;,96;83,45;
2020-07-31;0;109,5;null;null;null;3;4;18,8;1021,414516;1019,906452;28,054839;22,237143;18,26129;null;1,6;,877419;83,16129;
2020-08-31;0;111,1;null;null;null;2,177419;3;29,3;1022,067742;1020,337097;28,474194;22,163333;17,974194;null;1,6;,593548;84;
2020-09-30;0;117,7;null;null;null;3,2;6;64,8;1019,381667;1017,66;30,563333;24,347857;20,47;null;1,6;,906667;82,466667;
2020-10-31;0;105,5;null;null;null;6,596774;12;152,5;1016,215254;1014,727419;29,629032;24,949565;21,567742;null;1,6;,722581;80,129032;
2020-11-30;0;87,3;null;null;null;6,2;15;183,5;null;1014,781667;30,206667;null;21,8;null;1,6;,773333;79,666667;
